,area,data,era,results,status,jobs_finished,jobs_total
37,work_areas/crab_2016_DB_WZ_WZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DB_WZ_WZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Task name:			220512_193103:rymuelle_crab_2016_DB_WZ_WZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0199.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_193103%3Arymuelle_crab_2016_DB_WZ_WZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_193103%3Arymuelle_crab_2016_DB_WZ_WZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff&from=1652380263000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (4/4)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1105MB min, 1171MB max, 1136MB ave
 * Runtime: 0:11:28 min, 1:46:01 max, 0:36:31 ave
 * CPU eff: 77% min, 85% max, 78% ave
 * Waste: 0:14:44 (9% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DB_WZ_WZ_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff/crab.log
",finished,4,4
38,work_areas/crab_2016_DB_WW_WW_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DB_WW_WW_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Task name:			220512_193239:rymuelle_crab_2016_DB_WW_WW_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_193239%3Arymuelle_crab_2016_DB_WW_WW_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_193239%3Arymuelle_crab_2016_DB_WW_WW_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff&from=1652380359000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1224MB min, 1224MB max, 1224MB ave
 * Runtime: 4:51:38 min, 4:51:38 max, 4:51:38 ave
 * CPU eff: 97% min, 97% max, 97% ave
 * Waste: 0:04:05 (1% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DB_WW_WW_TuneCUETP8M1_13TeV-pythia8_deepflavour_bff/crab.log
",finished,1,1
39,work_areas/crab_2016_BFF_BFF_500_dbs1p0_BFFZprimeToMuMu_M_500_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_500_dbs1p0_BFFZprimeToMuMu_M_500_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Task name:			220512_193909:rymuelle_crab_2016_BFF_BFF_500_dbs1p0_BFFZprimeToMuMu_M_500_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_193909%3Arymuelle_crab_2016_BFF_BFF_500_dbs1p0_BFFZprimeToMuMu_M_500_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_193909%3Arymuelle_crab_2016_BFF_BFF_500_dbs1p0_BFFZprimeToMuMu_M_500_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff&from=1652380750000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (2/2)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1112MB min, 1204MB max, 1159MB ave
 * Runtime: 0:07:36 min, 0:54:09 max, 0:30:52 ave
 * CPU eff: 92% min, 96% max, 96% ave
 * Waste: 0:00:17 (0% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_500_dbs1p0_BFFZprimeToMuMu_M_500_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff/crab.log
",finished,2,2
40,work_areas/crab_2016_BFF_BFF_500_dbs0p5_BFFZprimeToMuMu_M_500_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_500_dbs0p5_BFFZprimeToMuMu_M_500_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Task name:			220512_195201:rymuelle_crab_2016_BFF_BFF_500_dbs0p5_BFFZprimeToMuMu_M_500_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0196.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_195201%3Arymuelle_crab_2016_BFF_BFF_500_dbs0p5_BFFZprimeToMuMu_M_500_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_195201%3Arymuelle_crab_2016_BFF_BFF_500_dbs0p5_BFFZprimeToMuMu_M_500_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff&from=1652381521000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1205MB min, 1205MB max, 1205MB ave
 * Runtime: 0:57:04 min, 0:57:04 max, 0:57:04 ave
 * CPU eff: 97% min, 97% max, 97% ave
 * Waste: 0:03:03 (5% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_500_dbs0p5_BFFZprimeToMuMu_M_500_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff/crab.log
",finished,1,1
41,work_areas/crab_2016_BFF_BFF_500_dbs0p04_BFFZprimeToMuMu_M_500_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_500_dbs0p04_BFFZprimeToMuMu_M_500_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Task name:			220512_195625:rymuelle_crab_2016_BFF_BFF_500_dbs0p04_BFFZprimeToMuMu_M_500_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0121.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_195625%3Arymuelle_crab_2016_BFF_BFF_500_dbs0p04_BFFZprimeToMuMu_M_500_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_195625%3Arymuelle_crab_2016_BFF_BFF_500_dbs0p04_BFFZprimeToMuMu_M_500_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff&from=1652381786000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1177MB min, 1177MB max, 1178MB ave
 * Runtime: 1:29:12 min, 1:29:12 max, 1:29:12 ave
 * CPU eff: 96% min, 96% max, 96% ave
 * Waste: 0:03:02 (3% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_500_dbs0p04_BFFZprimeToMuMu_M_500_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff/crab.log
",finished,1,1
42,work_areas/crab_2016_BFF_BFF_400_dbs0p04_BFFZprimeToMuMu_M_400_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_400_dbs0p04_BFFZprimeToMuMu_M_400_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Task name:			220512_200154:rymuelle_crab_2016_BFF_BFF_400_dbs0p04_BFFZprimeToMuMu_M_400_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0137.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_200154%3Arymuelle_crab_2016_BFF_BFF_400_dbs0p04_BFFZprimeToMuMu_M_400_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_200154%3Arymuelle_crab_2016_BFF_BFF_400_dbs0p04_BFFZprimeToMuMu_M_400_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff&from=1652382114000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1178MB min, 1178MB max, 1178MB ave
 * Runtime: 1:10:56 min, 1:10:56 max, 1:10:56 ave
 * CPU eff: 94% min, 94% max, 94% ave
 * Waste: 0:01:44 (2% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_400_dbs0p04_BFFZprimeToMuMu_M_400_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff/crab.log
",finished,1,1
43,work_areas/crab_2016_BFF_BFF_350_dbs1p0_BFFZprimeToMuMu_M_350_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_350_dbs1p0_BFFZprimeToMuMu_M_350_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Task name:			220512_201032:rymuelle_crab_2016_BFF_BFF_350_dbs1p0_BFFZprimeToMuMu_M_350_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_201032%3Arymuelle_crab_2016_BFF_BFF_350_dbs1p0_BFFZprimeToMuMu_M_350_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_201032%3Arymuelle_crab_2016_BFF_BFF_350_dbs1p0_BFFZprimeToMuMu_M_350_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff&from=1652382632000&to=now
The task failed to bootstrap on the Grid scheduler. Please send an e-mail to hn-cms-computing-tools@cern.ch.
Hold reason: 'This dagman does not match task information in TASKS DB'
Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_350_dbs1p0_BFFZprimeToMuMu_M_350_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff/crab.log
",0,0,0
44,work_areas/crab_2016_BFF_BFF_350_dbs0p5_BFFZprimeToMuMu_M_350_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_350_dbs0p5_BFFZprimeToMuMu_M_350_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Task name:			220512_201310:rymuelle_crab_2016_BFF_BFF_350_dbs0p5_BFFZprimeToMuMu_M_350_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0199.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_201310%3Arymuelle_crab_2016_BFF_BFF_350_dbs0p5_BFFZprimeToMuMu_M_350_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_201310%3Arymuelle_crab_2016_BFF_BFF_350_dbs0p5_BFFZprimeToMuMu_M_350_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff&from=1652382791000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (2/2)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 843MB min, 1280MB max, 1062MB ave
 * Runtime: 0:06:55 min, 1:00:32 max, 0:33:43 ave
 * CPU eff: 83% min, 97% max, 95% ave
 * Waste: 0:07:26 (10% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_350_dbs0p5_BFFZprimeToMuMu_M_350_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff/crab.log
",finished,2,2
45,work_areas/crab_2016_BFF_BFF_350_dbs0p04_BFFZprimeToMuMu_M_350_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_350_dbs0p04_BFFZprimeToMuMu_M_350_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Task name:			220512_201442:rymuelle_crab_2016_BFF_BFF_350_dbs0p04_BFFZprimeToMuMu_M_350_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0119.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_201442%3Arymuelle_crab_2016_BFF_BFF_350_dbs0p04_BFFZprimeToMuMu_M_350_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_201442%3Arymuelle_crab_2016_BFF_BFF_350_dbs0p04_BFFZprimeToMuMu_M_350_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff&from=1652382882000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1326MB min, 1326MB max, 1326MB ave
 * Runtime: 0:57:09 min, 0:57:09 max, 0:57:09 ave
 * CPU eff: 95% min, 95% max, 95% ave
 * Waste: 0:02:19 (4% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_350_dbs0p04_BFFZprimeToMuMu_M_350_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff/crab.log
",finished,1,1
46,work_areas/crab_2016_BFF_BFF_300_dbs0p04_BFFZprimeToMuMu_M_300_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_300_dbs0p04_BFFZprimeToMuMu_M_300_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Task name:			220512_201630:rymuelle_crab_2016_BFF_BFF_300_dbs0p04_BFFZprimeToMuMu_M_300_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_201630%3Arymuelle_crab_2016_BFF_BFF_300_dbs0p04_BFFZprimeToMuMu_M_300_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_201630%3Arymuelle_crab_2016_BFF_BFF_300_dbs0p04_BFFZprimeToMuMu_M_300_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff&from=1652382991000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (2/2)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1255MB min, 1255MB max, 1174MB ave
 * Runtime: 0:53:04 min, 1:23:54 max, 1:08:29 ave
 * CPU eff: 97% min, 97% max, 97% ave
 * Waste: 0:05:55 (4% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_300_dbs0p04_BFFZprimeToMuMu_M_300_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff/crab.log
",finished,2,2
47,work_areas/crab_2016_BFF_BFF_250_dbs0p04_BFFZprimeToMuMu_M_250_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_250_dbs0p04_BFFZprimeToMuMu_M_250_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Task name:			220512_201841:rymuelle_crab_2016_BFF_BFF_250_dbs0p04_BFFZprimeToMuMu_M_250_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0106.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_201841%3Arymuelle_crab_2016_BFF_BFF_250_dbs0p04_BFFZprimeToMuMu_M_250_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_201841%3Arymuelle_crab_2016_BFF_BFF_250_dbs0p04_BFFZprimeToMuMu_M_250_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff&from=1652383121000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (5/5)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1179MB min, 1209MB max, 1154MB ave
 * Runtime: 0:12:25 min, 0:42:57 max, 0:24:43 ave
 * CPU eff: 17% min, 95% max, 68% ave
 * Waste: 0:10:59 (8% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_250_dbs0p04_BFFZprimeToMuMu_M_250_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff/crab.log
",finished,5,5
48,work_areas/crab_2016_BFF_BFF_200_dbs1p0_BFFZprimeToMuMu_M_200_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_200_dbs1p0_BFFZprimeToMuMu_M_200_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Task name:			220512_202214:rymuelle_crab_2016_BFF_BFF_200_dbs1p0_BFFZprimeToMuMu_M_200_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0119.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_202214%3Arymuelle_crab_2016_BFF_BFF_200_dbs1p0_BFFZprimeToMuMu_M_200_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_202214%3Arymuelle_crab_2016_BFF_BFF_200_dbs1p0_BFFZprimeToMuMu_M_200_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff&from=1652383334000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (19/19)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1149MB min, 1183MB max, 1103MB ave
 * Runtime: 0:09:06 min, 0:29:29 max, 0:13:58 ave
 * CPU eff: 75% min, 91% max, 87% ave
 * Waste: 1:06:39 (20% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_200_dbs1p0_BFFZprimeToMuMu_M_200_dbs1p0_TuneCUETP8M1_13TeV-ma_deepflavour_bff/crab.log
",finished,19,19
